date,confirmed,deaths,recovered
2022-08-16,592553969,6461603,0.0
2022-08-17,593544486,6464839,0.0
2022-08-18,594489247,6467821,0.0
2022-08-19,595290715,6470534,0.0
2022-08-20,595865143,6471725,0.0
2022-08-21,596349677,6473446,0.0
2022-08-22,597060832,6474867,0.0
2022-08-23,597949985,6477795,0.0
2022-08-24,598834556,6480951,0.0
2022-08-25,599699561,6483908,0.0
2022-08-26,600401916,6486437,0.0
2022-08-27,600854595,6487648,0.0
2022-08-28,601260840,6488671,0.0
2022-08-29,601837978,6490684,0.0
2022-08-30,602585874,6493183,0.0
2022-08-31,603339053,6496551,0.0
2022-09-01,604018817,6499103,0.0
2022-09-02,604676300,6501820,0.0
2022-09-03,605052982,6502897,0.0
2022-09-04,605423371,6504008,0.0
2022-09-05,605881161,6505454,0.0
2022-09-06,606555010,6507769,0.0
2022-09-07,607171559,6509945,0.0
2022-09-08,607755519,6512184,0.0
2022-09-09,608281147,6514479,0.0
2022-09-10,608594379,6515422,0.0
2022-09-11,608908672,6516208,0.0
2022-09-12,609393754,6517721,0.0
2022-09-13,609942231,6519703,-1.0
2022-09-14,610640256,6522033,-1.0
2022-09-15,611251554,6524603,-1.0
2022-09-16,611707450,6526612,-1.0
2022-09-17,612002547,6527462,-1.0
2022-09-18,612257124,6528050,-1.0
2022-09-19,612673976,6529432,-1.0
2022-09-20,613227585,6531262,-1.0
2022-09-21,613745763,6533319,0.0
2022-09-22,614365403,6535514,0.0
2022-09-23,614883464,6537342,0.0
2022-09-24,615148629,6538178,0.0
2022-09-25,615371552,6538686,0.0
2022-09-26,615794232,6540059,0.0
2022-09-27,616393771,6541662,0.0
2022-09-28,616943729,6544004,0.0
2022-09-29,617587862,6546290,0.0
2022-09-30,618060385,6547763,0.0
2022-10-01,618301442,6548433,0.0
2022-10-02,618502151,6548999,0.0
2022-10-03,618822017,6550362,0.0
2022-10-04,619422206,6551964,0.0
2022-10-05,620005210,6554151,0.0
2022-10-06,620645813,6556163,0.0
2022-10-07,621221040,6557962,0.0
2022-10-08,621440057,6558675,0.0
2022-10-09,621659009,6559309,0.0
2022-10-10,622112642,6560626,0.0
2022-10-11,622802849,6562537,0.0
2022-10-12,623353232,6564439,0.0
2022-10-13,624016126,6566544,0.0
2022-10-14,624494021,6568260,0.0
2022-10-15,624712110,6569037,0.0
2022-10-16,624904280,6569585,0.0
2022-10-17,625380775,6571345,0.0
2022-10-18,626009485,6573192,0.0
2022-10-19,626536444,6575435,0.0
2022-10-20,627131832,6577638,0.0
2022-10-21,627563046,6579640,0.0
2022-10-22,627745387,6580260,0.0
2022-10-23,627906187,6580854,0.0
2022-10-24,628292171,6582174,0.0
2022-10-25,628887120,6584354,0.0
2022-10-26,629354144,6586859,0.0
2022-10-27,629825017,6588985,0.0
2022-10-28,630188865,6590468,0.0
2022-10-29,630387974,6591139,0.0
2022-10-30,630555287,6591742,0.0
2022-10-31,630855600,6592963,0.0
2022-11-01,631257236,6595765,0.0
2022-11-02,631605566,6597351,0.0
2022-11-03,632099173,6599696,0.0
2022-11-04,632543663,6601674,0.0
2022-11-05,632744985,6602287,0.0
2022-11-06,632931628,6602831,0.0
2022-11-07,633236225,6603975,0.0
2022-11-08,633687041,6605251,0.0
2022-11-09,634121066,6607366,0.0
2022-11-10,634581466,6609458,0.0
2022-11-11,635069840,6611166,0.0
2022-11-12,635312347,6611613,0.0
2022-11-13,635495856,6612118,0.0
2022-11-14,635842695,6613463,0.0
2022-11-15,636346444,6614528,0.0
2022-11-16,636832760,6616834,0.0
2022-11-17,637312109,6618876,0.0
2022-11-18,637942833,6621235,0.0
2022-11-19,638190188,6621729,0.0
2022-11-20,638412619,6622318,0.0
2022-11-21,638754201,6623444,0.0
2022-11-22,639328428,6625185,0.0
2022-11-23,639919202,6627292,0.0
2022-11-24,640339593,6628691,0.0
2022-11-25,641037784,6630893,0.0
2022-11-26,641308410,6631405,0.0
2022-11-27,641571871,6631995,0.0
2022-11-28,641977660,6633173,0.0
2022-11-29,642708355,6634773,0.0
2022-11-30,643244136,6636402,0.0
2022-12-01,643950377,6638795,0.0
2022-12-02,644711968,6641140,0.0
2022-12-03,645011877,6641749,0.0
2022-12-04,645269024,6642385,0.0
2022-12-05,645774513,6643775,0.0
2022-12-06,646399023,6645517,0.0
2022-12-07,647032515,6647695,0.0
2022-12-08,647841617,6650704,0.0
2022-12-09,648512069,6652883,0.0
2022-12-10,648786746,6653492,0.0
2022-12-11,649085980,6654153,0.0
2022-12-12,649658733,6655819,0.0
2022-12-13,650436806,6657781,0.0
2022-12-14,651122554,6660234,0.0
2022-12-15,651873260,6663039,0.0
2022-12-16,652605317,6665737,0.0
2022-12-17,652905790,6666548,0.0
2022-12-18,653189514,6667339,0.0
2022-12-19,653775925,6669160,0.0
2022-12-20,654484805,6671374,0.0
2022-12-21,655205577,6673939,0.0
2022-12-22,655963543,6676604,0.0
2022-12-23,656604988,6679287,0.0
2022-12-24,656949367,6680276,0.0
2022-12-25,657135661,6681141,0.0
2022-12-26,657655066,6682248,0.0
2022-12-27,658309221,6684352,0.0
2022-12-28,658946353,6687148,0.0
2022-12-29,659617638,6690068,0.0
2022-12-30,660199741,6692484,0.0
2022-12-31,660463805,6693377,0.0
2023-01-01,660778400,6694423,0.0
2023-01-02,661198121,6695786,0.0
2023-01-03,661660906,6698028,0.0
2023-01-04,662231358,6700951,0.0
2023-01-05,662966608,6704614,0.0
2023-01-06,663685462,6707752,0.0
2023-01-07,664042507,6708703,0.0
2023-01-08,664369957,6709762,0.0
2023-01-09,664718949,6711922,0.0
2023-01-10,665113890,6714282,0.0
2023-01-11,665620439,6717558,0.0
2023-01-12,666097552,6721000,0.0
2023-01-13,666533396,6723981,0.0
2023-01-14,666754748,6724995,0.0
2023-01-15,666951612,6785898,0.0
2023-01-16,667166230,6787221,0.0
2023-01-17,667518323,6789240,0.0
2023-01-18,667896041,6792401,0.0
2023-01-19,668220539,6796013,0.0
2023-01-20,668562259,6799460,0.0
2023-01-21,668715663,6812954,0.0
2023-01-22,668830090,6813634,0.0
2023-01-23,669001144,6815189,0.0
2023-01-24,669272964,6817237,0.0
2023-01-25,669567184,6819540,0.0
2023-01-26,669848933,6822661,0.0
2023-01-27,670086857,6824465,0.0
2023-01-28,670220220,6831520,0.0
2023-01-29,670344067,6832257,0.0
2023-01-30,670503945,6833469,0.0
2023-01-31,670734602,6835339,0.0
2023-02-01,671032417,6838028,0.0
2023-02-02,671291502,6840772,0.0
2023-02-03,671529561,6843098,0.0
2023-02-04,671632300,6847047,0.0
2023-02-05,671721489,6847647,0.0
2023-02-06,671867476,6848668,0.0
2023-02-07,672065253,6849943,0.0
2023-02-08,672295351,6851943,0.0
2023-02-09,672554254,6854281,0.0
2023-02-10,672696337,6855414,0.0
2023-02-11,672828544,6856047,0.0
2023-02-12,672906190,6856420,0.0
2023-02-13,673044144,6857218,0.0
2023-02-14,673237744,6858412,0.0
2023-02-15,673477652,6859934,0.0
2023-02-16,673685545,6862020,0.0
2023-02-17,673878846,6863874,0.0
2023-02-18,673969809,6864249,0.0
2023-02-19,674056242,6864712,0.0
2023-02-20,674143602,6865288,0.0
2023-02-21,674323734,6866089,0.0
2023-02-22,674569837,6867910,0.0
2023-02-23,674790929,6869818,0.0
2023-02-24,674933355,6870807,0.0
2023-02-25,674978806,6871025,0.0
2023-02-26,675044427,6871269,0.0
2023-02-27,675171452,6871809,0.0
2023-02-28,675322251,6872683,0.0
2023-03-01,675542865,6874464,0.0
2023-03-02,675731924,6876032,0.0
2023-03-03,675914593,6877326,0.0
2023-03-04,675968788,6877602,0.0
2023-03-05,676024914,6877750,0.0
2023-03-06,676082954,6878116,0.0
2023-03-07,676213391,6879039,0.0
2023-03-08,676392837,6880484,0.0
2023-03-09,676570162,6881803,0.0
